Source_Code,Source_Material
ATH_8828__JUP__ACO,Waste
ATH_8828__JUP__C01,Waste
ATH_8828__JUP__C02,Waste
ATH_8828__JUP__FWD,Waste
ATH_8828__JUP__ODN,Ore
ATH_8828__JUP__ODS,Ore
ATH_8828__JUP__PFC,Waste
ATH_8828__JUP__SPN,Ore
ATH_8828_JUP_ACC,Waste
ATH_8828_JUP_DBC,Waste
ATH_8828_JUP_DEC,Waste
ATH_8828_JUP_JBC,Waste
ATH_8828_JUP_PFN,Waste
ATH_8828_JUP_PFS,Waste
ATH_8828_JUP_SMP,Waste
ATH_8828_JUP_SPA,Ore
ATH_8828_JUP_SPD,Waste
ATH_8828_JUP_STR,Waste Fresh
ATH_8828_TAG_01,Unknown
ATH_8853__JUP__42S,Ore
ATH_8853__JUP__45S,Ore
ATH_8853__JUP__53S,Ore
ATH_8853__JUP__55S,Ore
ATH_8853__JUP__58S,Ore
ATH_8853__JUP__C01,Waste
ATH_8853__JUP__PFN,Waste
ATH_8853__JUP__SPN,Ore
ATH_8853_JUP__STR,Waste Fresh
ATH_8853_JUP_ACC,Waste
ATH_8853_JUP_DEC,Waste
ATH_8853_JUP_EWA,Waste
ATH_8853_JUP_FAA,Waste
ATH_8853_JUP_ODN,Ore
ATH_8853_JUP_ONS,Ore
ATH_8853_JUP_PC1,Waste
ATH_8853_JUP_PC2,Waste
ATH_8853_JUP_PFC,Waste
ATH_8853_JUP_PMP,Waste
ATH_8853_JUP_RAA,Waste
ATH_8853_JUP_RAD,Waste
ATH_8853_JUP_RAU,Waste
ATH_8853_JUP_SM2,Waste
ATH_8853_JUP_SMP,Waste
ATH_8853_JUP_SMR,Waste
ATH_8853_JUP_SPA,Ore
ATH_8853_JUP_SUB,Waste
ATH_8878__JUP__53S,Ore
ATH_8878__JUP__55T,Ore
ATH_8878__JUP__58S,Ore
ATH_8878__JUP__ACC,Waste
ATH_8878__JUP__ACO,Waste
ATH_8878__JUP__C01,Waste
ATH_8878__JUP__C02,Waste
ATH_8878__JUP__C03,Waste
ATH_8878__JUP__C04,Waste
ATH_8878__JUP__C05,Waste
ATH_8878__JUP__C06,Waste
ATH_8878__JUP__C07,Waste
ATH_8878__JUP__DEC,Waste
ATH_8878__JUP__EWA,Waste
ATH_8878__JUP__EWD,Waste
ATH_8878__JUP__FAA,Waste
ATH_8878__JUP__FWD,Waste
ATH_8878__JUP__ODN,Ore
ATH_8878__JUP__ODS,Ore
ATH_8878__JUP__PFC,Waste
ATH_8878__JUP__SMP,Waste
ATH_8878__JUP__SPA,Ore
ATH_8878__JUP__SPD,Waste
ATH_8878__JUP__SPN,Ore
ATH_8878__JUP__SPS,Ore
ATH_8878__LNK__C01,Waste
ATH_8878__LNK__C02,Waste
ATH_8878__LNK__C03,Waste
ATH_8878__LNK__C04,Waste
ATH_8878__LNK__C05,Waste
ATH_8878__LNK__DEC,Waste
ATH_8878__LNK__SP1,Ore
ATH_8878__LNK__SP2,Ore
ATH_8878__LNK__SP3,Ore
ATH_8878__LNK__SPD,Waste
ATH_8878_JUP_ACC,Waste
ATH_8878_JUP_DD1,Waste
ATH_8878_JUP_DD2,Waste
ATH_8878_JUP_DD3,Waste
ATH_8878_JUP_DD4,Waste
ATH_8878_JUP_DEC,Waste
ATH_8878_JUP_EXD,Waste
ATH_8878_JUP_EXN,Waste
ATH_8878_JUP_EXS,Waste
ATH_8878_JUP_ODN,Ore
ATH_8878_JUP_PC1,Waste
ATH_8878_JUP_PC2,Waste
ATH_8878_JUP_SM2,Waste
ATH_8878_JUP_SMP,Waste
ATH_8878_JUP_SP2,Ore
ATH_8878_JUP_SPA,Ore
ATH_8878_JUP_SPD,Waste
ATH_8888__EUR__70S,Ore
ATH_8888__EUR__70T,Ore
ATH_8888__EUR__74T,Waste
ATH_8888__EUR__76S,Ore
ATH_8888__EUR__76T,Waste
ATH_8888__EUR__77T,Ore
ATH_8888__EUR__HWD,Waste
ATH_8888__EUR__RCC,Waste
ATH_8888__EUR__SPA,Ore
ATH_8888__EUR__ST2,Waste
ATH_8888_EUR_DEC,Waste
ATH_8888_EUR_EWA,Waste
ATH_8888_EUR_ODN,Ore
ATH_8888_EUR_SMP,Waste
ATH_8888_EUR_SPD,Waste
ATH_8903___RAA,Waste
ATH_8903__JUP__RAU,Waste
ATH_8903__JUP__SPN,Ore
ATH_8903__JUP__SPS,Ore
ATH_8903_HW1_37S,Ore
ATH_8903_HW1_38S,Ore
ATH_8903_HW1_40S,Ore
ATH_8903_HW1_41S,Ore
ATH_8903_HW1_43S,Ore
ATH_8903_HW1_FWD,Waste
ATH_8903_HW1_HWS,Waste
ATH_8903_JUP_44S,Ore
ATH_8903_JUP_47S,Ore
ATH_8903_JUP_53S,Ore
ATH_8903_JUP_56S,Ore
ATH_8903_JUP_58S,Ore
ATH_8903_JUP_61S,Ore
ATH_8903_JUP_68S,Ore
ATH_8903_JUP_71S,Ore
ATH_8903_JUP_ACC,Waste
ATH_8903_JUP_DEC,Waste
ATH_8903_JUP_EWA,Waste
ATH_8903_JUP_FAA,Waste
ATH_8903_JUP_ODN,Ore
ATH_8903_JUP_ODS,Ore
ATH_8903_JUP_PFC,Waste
ATH_8903_JUP_RAA,Waste
ATH_8903_JUP_RAD,Waste
ATH_8903_JUP_RAR,Waste
ATH_8903_JUP_SMP,Waste
ATH_8903_JUP_SPA,Ore
ATH_8903_JUP_SUB,Waste
ATH_8908__EUR__73S,Ore
ATH_8908__EUR__73T,Ore
ATH_8908__EUR__76S,Waste
ATH_8908__EUR__76T,Ore
ATH_8908__EUR__77S,Ore
ATH_8908__EUR__77T,Ore
ATH_8908__EUR__HWD,Ore
ATH_8908_EUR_ACC,Waste
ATH_8908_EUR_DEC,Waste
ATH_8908_EUR_ODN,Ore
ATH_8908_EUR_SMP,Waste
ATH_8908_EUR_SPA,Ore
ATH_8923__EUR__74S,Ore
ATH_8923_EUR_68S,Ore
ATH_8923_EUR_71S,Ore
ATH_8923_EUR_74T,Ore
ATH_8923_EUR_ACC,Waste
ATH_8923_EUR_HWS,Waste
ATH_8923_EUR_ODN,Ore
ATH_8923_EUR_ODS,Ore
ATH_8923_EUR_PFC,Waste
ATH_8923_EUR_SMP,Waste
ATH_8923_EUR_SPA,Ore
ATH_8923_JUP_078,Ore
ATH_8928__JUP__ACO,Waste
ATH_8928__JUP__FWD,Waste
ATH_8928_ATH_PFH,NULL
ATH_8928_JUP_038,Ore
ATH_8928_JUP_040,Ore
ATH_8928_JUP_042,Ore
ATH_8928_JUP_044,Ore
ATH_8928_JUP_047,Ore
ATH_8928_JUP_050,Ore
ATH_8928_JUP_052,Ore
ATH_8928_JUP_056,Ore
ATH_8928_JUP_058,Ore
ATH_8928_JUP_061,Ore
ATH_8928_JUP_ACC,Waste
ATH_8928_JUP_DEC,Waste
ATH_8928_JUP_HWD,Waste
ATH_8928_JUP_ODN,Ore
ATH_8928_JUP_ODS,Ore
ATH_8928_JUP_SMP,Waste
ATH_8928_JUP_SPA,Ore
ATH_8928_JUP_SPD,Waste
ATH_8928_JUP_SPN,Ore
ATH_8928_JUP_SUB,Waste
ATH_8953__JUP__57S,Ore
ATH_8953__JUP__C01,Waste
ATH_8953_ATH_PMP,NULL
ATH_8953_H01_HWS,NULL
ATH_8953_HW1_HWS,Waste
ATH_8953_JUP_ SPA,NULL
ATH_8953_JUP_037,Ore
ATH_8953_JUP_039,Ore
ATH_8953_JUP_045,Ore
ATH_8953_JUP_048,Ore
ATH_8953_JUP_051,Ore
ATH_8953_JUP_056,Ore
ATH_8953_JUP_059,Ore
ATH_8953_JUP_062,Ore
ATH_8953_JUP_064,Ore
ATH_8953_JUP_066,Ore
ATH_8953_JUP_070,Ore
ATH_8953_JUP_70N,Ore
ATH_8953_JUP_ACC,Waste
ATH_8953_JUP_DEC,Waste
ATH_8953_JUP_FAA,Waste
ATH_8953_JUP_ODN,Ore
ATH_8953_JUP_ODS,Ore
ATH_8953_JUP_PC2,Waste
ATH_8953_JUP_PMP,Waste
ATH_8953_JUP_RAA,Waste
ATH_8953_JUP_RAR,NULL
ATH_8953_JUP_SPA,Ore
ATH_8953_JUP_SPD,Waste
ATH_8953_JUP_SPN,Ore
ATH_8953_JUP_SPS,Ore
ATH_8955__JUP__57S,Ore
ATH_8973__JUP__63S,Ore
ATH_8973__JUP__ODN,Ore
ATH_8973__JUP__ODS,Ore
ATH_8973__JUP__SMP,Waste
ATH_8973_CAL_038,NULL
ATH_8973_JUP_038,Ore
ATH_8973_JUP_039,Ore
ATH_8973_JUP_047,Ore
ATH_8973_JUP_049,Ore
ATH_8973_JUP_052,Ore
ATH_8973_JUP_057,Ore
ATH_8973_JUP_060,Ore
ATH_8973_JUP_062,Ore
ATH_8973_JUP_064,Ore
ATH_8973_JUP_066,Ore
ATH_8973_JUP_071,Ore
ATH_8973_JUP_ACC,Waste
ATH_8973_JUP_ODR,Ore
ATH_8973_JUP_SPA,Ore
ATH_8973_JUP_SPD,Waste
ATH_8973_JUP_SPS,Ore
ATH_8980__EUR__HWD,Waste
ATH_8980_JUP_RAD,NULL
ATH_8993__JUP__55S,Ore
ATH_8993__JUP__RAA,Waste
ATH_8993__JUP_65S,Ore
ATH_8993_JUP_047,Ore
ATH_8993_JUP_053,Ore
ATH_8993_JUP_055,Ore
ATH_8993_JUP_060,Ore
ATH_8993_JUP_063,Ore
ATH_8993_JUP_066,Ore
ATH_8993_JUP_ACC,Waste
ATH_8993_JUP_DEC,Waste
ATH_8993_JUP_ODN,Ore
ATH_8993_JUP_ODS,Ore
ATH_8993_JUP_SMP,Waste
ATH_8993_JUP_SPA,Ore
ATH_8993_JUP_SPN,Ore
ATH_8993_JUP_SPS,Ore
ATH_9018__JUP__SPD,Waste
ATH_9018_JUP_060,Ore
ATH_9018_JUP_066,Ore
ATH_9018_JUP_ACC,Waste
ATH_9018_JUP_DEC,Waste
ATH_9018_JUP_SMP,Waste
ATH_9018_JUP_SPA,Ore
ATH_9018_JUP_SPN,NULL
ATH_9018_JUP_SPS,NULL
ATH_9027_JUP_DD1,Waste
ATH_9027_JUP_DD2,Waste
ATH_9027_JUP_DD3,Waste
ATH_9027_JUP_DD4,Waste
ATH_9027_JUP_DD5,Waste
ATH_9027_JUP_DD6,Waste
ATH_9027_JUP_EXD,Waste
ATH_9027_JUP_MAG,Waste
ATH_9027_JUP_SPA,Ore
ATH_9042_JUP_OPA,Waste
ATH_9042_JUP_SPA,Ore
ATH_9043_JUP_ACC,Waste
ATH_9043_JUP_RAA,Waste
ATH_9043_JUP_RAR,Waste
ATH_9068_JUP_ACC,Waste
ATH_9068_WBY,No Material
ATH_9093_JUP_ACC,Waste
ATH_9118_JUP_ACC,Waste
ATH_9120__CAL__35S,Ore
ATH_9120__CAL__SMP,Waste
ATH_9120_CAL_026,Ore
ATH_9120_CAL_029,Ore
ATH_9120_CAL_032,Ore
Ath_9120_Cal_035,Ore
ATH_9120_CAL_042,Ore
ATH_9120_CAL_044,Ore
ATH_9120_CAL_ACC,Waste
ATH_9120_CAL_DDC,Waste
ATH_9120_CAL_ODN,Ore
ATH_9120_CAL_ODS,Ore
ATH_9120_CAL_SPA,Ore
ATH_9142_CAL_027,Ore
ATH_9142_CAL_030,Ore
ATH_9142_CAL_033,Ore
ATH_9142_CAL_036,Ore
ATH_9142_CAL_041,Ore
ATH_9142_CAL_ODS,Ore
ATH_9142_CAL_OPA,Waste
ATH_9142_CAL_SPA,Ore
ATH_9142_CAL_SPS,Ore
ATH_9143_______SP4,Road Base
ATH_9143_JUP_ACC,Waste
ATH_9155_JUP_SPA,NULL
ATH_9155_JUP_SPS,NULL
ATH_9164_CAL_031,NULL
ATH_9164_CAL_035,Ore
ATH_9164_CAL_040,Ore
ATH_9164_CAL_041,Ore
ATH_9164_CAL_ACC,Waste
ATH_9164_CAL_INC,Waste
ATH_9164_CAL_OPA,Waste
ATH_9164_CAL_SPS,Ore
ATH_9168_______SP3,Road Base
ATH_9168_______SP4,Road Base
ATH_9168_JUP_SPD,Waste
ATH_9196_______SMP,Waste
ATH_9198_JUP_EXD,Waste
ATH_9213_JUP__SPD,Waste
ATH_9226_______SMP,Waste
ATH_9228_JUP__SMP,Waste
ATH_9305__JUP__RAD,Waste
ATH_ARW_WM_2,Waste Mixture
ATH_BCM_WKS_1,Unknown
ATH_CRB_1,Unknown
ATH_DEC,NULL
ATH_DEC_1,Waste
ATH_DUMMY_1,Unknown
ATH_DUMMY_2,Unknown
ATH_DUMMY_3,Unknown
ATH_DUMMY_4,Unknown
ATH_DUMMY_5,Unknown
ATH_FUE_1,Unknown
ATH_GBY_1,Unknown
ATH_GBY_2,Unknown
ATH_MOP_HF_2,High Grade Fresh
ATH_MOP_HF_3,High Grade Fresh
ATH_MOP_HF_4,High Grade Fresh
ATH_MOP_HF_5,High Grade Fresh
ATH_MOP_HF_7,High Grade Fresh
ATH_MWD_WF_1,Waste Fresh
ATH_NGB_1,Unknown
ATH_PIT_01,Waste Mixture
ATH_POR_1,Unknown
ATH_PPL_1,Paste
ATH_RDS_1,Unknown
ATH_SURF___CRB,NULL
ATH_SURF___FUE,NULL
ATH_SURF___GBY,NULL
ATH_SURF___NGB,NULL
ATH_SURF___WBY,NULL
ATH_SURF___WKS,NULL
ATH_TAG_1,Unknown
ATH_WBY_02,Unknown
ATH_WBY_1,Unknown
ATH_WKS_1,Unknown
ATH-8903 ACC,NULL
ATH-8903 FAA,NULL
ATH-8903 PFC,NULL
ATH-8903 SPA,NULL
ATH-8903 SUB,NULL
ATH-8903_JUP_ACC,NULL
ATH-8903_JUP_FAA,NULL
ATH-8903_JUP_PFC,NULL
ATH-8903_JUP_SPA,NULL
ATH-8903_JUP_SUB,NULL
ATH-8908_EUR_ACC,NULL
ATH-8923_EUR_ACC,NULL
ATH-8923_EUR_PFC,NULL
ATH-8923_EUR_SMP,NULL
ATH-8923_EUR_SPA,NULL
ATH-8928 HWD,NULL
ATH-8928 ODN,NULL
ATH-8928 ODS,NULL
ATH-8928 PFH,NULL
ATH-8928 SD,NULL
ATH-8928 SPA,NULL
ATH-8928 SPD,NULL
ATH-8928 SPN,NULL
ATH-8928_ATH_PFH,NULL
ATH-8928_JUP_HWD,NULL
ATH-8928_JUP_ODN,NULL
ATH-8928_JUP_ODS,NULL
ATH-8928_JUP_SD,NULL
ATH-8928_JUP_SPA,NULL
ATH-8928_JUP_SPD,NULL
ATH-8928_JUP_SPN,NULL
ATH-8953 ODN,NULL
ATH-8953 PMP,NULL
ATH-8953 RAR,NULL
ATH-8953 SPA,NULL
ATH-8953 SPN,NULL
ATH-8953_ATH_PMP,NULL
ATH-8953_JUP_ SPA,NULL
ATH-8953_JUP_ODN,NULL
ATH-8953_JUP_RAR,NULL
ATH-8953_JUP_SPN,NULL
ATH-8973 JUP 38,NULL
ATH-8973 JUP 66,NULL
ATH-8973 SPA,NULL
ATH-8973 SPS,NULL
ATH-8973_CAL_038,NULL
ATH-8973_JUP_038,NULL
ATH-8973_JUP_066,NULL
ATH-8973_JUP_SPA,NULL
ATH-8973_JUP_SPS,NULL
ATH-8993 JUP 47,NULL
ATH-8993 JUP 55,NULL
ATH-8993 JUP 60,NULL
ATH-8993 JUP 63,NULL
ATH-8993 JUP 66,NULL
ATH-8993 SPA,NULL
ATH-8993 SPN,NULL
ATH-8993 SPS,NULL
ATH-8993_JUP_047,NULL
ATH-8993_JUP_055,NULL
ATH-8993_JUP_060,NULL
ATH-8993_JUP_063,NULL
ATH-8993_JUP_066,NULL
ATH-8993_JUP_66,NULL
ATH-8993_JUP_SPA,NULL
ATH-8993_JUP_SPN,NULL
ATH-8993_JUP_SPS,NULL
ATH-9018 JUP 60,NULL
ATH-9018 Jup 66,NULL
ATH-9018 SPA,NULL
ATH-9018 SPN,NULL
ATH-9018 SPS,NULL
ATH-9018_JUP_060,NULL
ATH-9018_JUP_066,NULL
ATH-9018_JUP_SPA,NULL
ATH-9018_JUP_SPN,NULL
ATH-9018_JUP_SPS,NULL
ATH-9027 DD2,NULL
ATH-9027 DD3,NULL
ATH-9027 DD5,NULL
ATH-9027 DD6,NULL
ATH-9027 EXD,NULL
ATH-9027 SPA,NULL
ATH-9027_JUP_DD2,NULL
ATH-9027_JUP_DD3,NULL
ATH-9027_JUP_DD5,NULL
ATH-9027_JUP_DD6,NULL
ATH-9027_JUP_EXD,NULL
ATH-9027_JUP_SPA,NULL
ATH-9043 RAR,NULL
ATH-9043_JUP_RAR,NULL
ATH-9120 CAL 26,NULL
ATH-9120_CAL_026,NULL
ATH-9142 OPA,NULL
ATH-9142 SPA,NULL
ATH-9142_CAL_OPA,NULL
ATH-9142_CAL_SPA,NULL
ATH-9164 Cal 31,NULL
ATH-9164 Cal 35,NULL
ATH-9164 OPA,NULL
ATH-9164 SPS,NULL
ATH-9164_CAL_031,NULL
ATH-9164_CAL_035,NULL
ATH-9164_CAL_OPA,NULL
ATH-9164_CAL_SPS,NULL
ATH-DEC,NULL
Ath-Loc01,NULL
ATH-ROM1,NULL
ATH-ROM2,NULL
ATH-ROM3,NULL
ATH-ROM4,NULL
ATH-ROM5,NULL
Ath-SP01,NULL
ATH-W,Waste
AUG1,Ore
AUG2,Ore
AUG3,Ore
AUG4,Ore
AUG5,Ore
BAH_MOP_LM_1,Low Grade Mixture 
BE01,NULL
BEL_____8167_000,Waste Fresh
BEL_____8180_000,Unknown
BEL_____8185_000,Unknown
BEL_____8186_000,Unknown
BEL_____8187_000,Unknown
BEL_____8188_000,Unknown
BEL_____8189_000,Unknown
BEL_____8190_000,Unknown
BEL_____8191_000,Unknown
BEL_____8192_000,Unknown
BEL_____8193_000,Unknown
BEL_____8194_000,Unknown
BEL_____8195_000,Unknown
BEL_____8196_000,Unknown
BEL_____8197_000,Waste Fresh
BEL_____8198_000,Unknown
BEL_____8199_000,Unknown
BEL_____8200_000,Unknown
BEL_____8201_000,Unknown
BEL_____8202_000,Unknown
BEL_____8203_000,Unknown
BEL_____8204_000,Unknown
BEL_____8205_000,Unknown
BEL_____8206_000,Unknown
BEL_____8207_000,Unknown
BEL_____8208_000,Unknown
BEL_____8209_000,Unknown
BEL_____8210_000,Unknown
BEL_____8211_000,Unknown
BEL_____8212_000,Unknown
BEL_____8213_000,Unknown
BEL_____8214_000,Unknown
BEL_____8215_000,Unknown
BEL_____8216_000,Unknown
BEL_____8217_000,Unknown
BEL_____8218_000,Unknown
BEL_____8219_000,Unknown
BEL_____8220_000,Unknown
BEL_____8221_000,Unknown
BEL_____8222_000,Unknown
BEL_____8223_000,Unknown
BEL_____8224_000,Unknown
BEL_____8225_000,Unknown
BEL_____8226_000,Unknown
BEL_____8227_000,Unknown
BEL_____8228_000,Unknown
BEL_____8229_000,Unknown
BEL_____8230_000,Unknown
BEL_____8231_000,Unknown
BEL_____8232_000,Unknown
BEL_____8233_000,Unknown
BEL_____8234_000,Unknown
BEL_____8235_000,Unknown
BEL_____8236_000,Unknown
BEL_____8237_000,Unknown
BEL_____8238_000,Unknown
BEL_____8239_000,Unknown
BEL_____8240_000,Unknown
BEL_____8241_000,Unknown
BEL_____8242_000,Unknown
BEL_____8243_000,Unknown
BEL_____8244_000,Unknown
BEL_____8245_000,Unknown
BEL_____8246_000,Unknown
BEL_____8247_000,Unknown
BEL_____8248_000,Unknown
BEL_____8249_000,Unknown
BEL_____8250_000,Unknown
BEL_____8251_000,Unknown
BEL_____8252_000,Unknown
BEL_____8253_000,Unknown
BEL_____8254_000,Unknown
BEL_____8255_000,Unknown
BEL_____8256_000,Unknown
BEL_____8257_000,Unknown
BEL_____8258_000,Unknown
BEL_____8259_000,Unknown
BEL_____8260_000,Unknown
BEL_____8261_000,Unknown
BEL_____8262_000,Unknown
BEL_____8263_000,Unknown
BEL_____8264_000,Unknown
BEL_____8265_000,Unknown
BEL_____8266_000,Unknown
BEL_____8267_000,Unknown
BEL_____8268_000,Unknown
BEL_____8269_000,Unknown
BEL_____8270_000,Unknown
BEL_____8271_000,Unknown
BEL_____8272_000,Unknown
BEL_____8273_000,Unknown
BEL_____8274_000,Unknown
BEL_____8275_000,Unknown
BEL_____8276_000,Unknown
BEL_____8277_000,Unknown
BEL_____8278_000,Unknown
BEL_____8279_000,Unknown
BEL_____8280_000,Unknown
BEL_____8281_000,Unknown
BEL_____8282_000,Unknown
BEL_____8283_000,Unknown
BEL_____8284_000,Unknown
BEL_____8285_000,Unknown
BEL_____8286_000,Unknown
BEL_____8287_000,Unknown
BEL_____8288_000,Unknown
BEL_____8289_000,Unknown
BEL_____8290_000,Unknown
BEL_____8291_000,Unknown
BEL_____8292_000,Unknown
BEL_____8293_000,Unknown
BEL_____8294_000,Unknown
BEL_____8295_000,Unknown
BEL_____8296_000,Unknown
BEL_____8297_000,Unknown
BEL_____8298_000,Unknown
BEL_____8299_000,Unknown
BEL_____8300_000,Unknown
BEL_____8301_000,Unknown
BEL_____8302_000,Unknown
BEL_____8303_000,Unknown
BEL_____9197_000,Unknown
BEL_000_0000_001,Unknown
BEL_000_0000_196,High Grade Fresh
BEL_170_8296_104,High Grade Fresh
BEL_170_8296_W01,Waste Fresh
BEL_170_8299_105,High Grade Fresh
BEL_170_8299_106,High Grade Fresh
BEL_170_8299_W01,Waste Fresh
BEL_170_8300_101,High Grade Fresh
BEL_170_8300_W01,Waste Fresh
BEL_170_8301_102,High Grade Fresh
BEL_170_8301_103,High Grade Fresh
BEL_170_8301_W01,Waste Fresh
BEL_170_9999_997,Low Grade Fresh
BEL_170_9999_998,High Grade Fresh
BEL_170_9999_999,Poor Grade Fresh
BEL_175_8291_104,High Grade Fresh
BEL_175_8291_205,High Grade Fresh
BEL_175_8291_W01,Waste Fresh
BEL_175_8292_101,Low Grade Fresh
BEL_175_8292_W01,Waste Fresh
BEL_175_8293_W01,Waste Fresh
BEL_175_8294_103,High Grade Fresh
BEL_175_8294_105,Low Grade Fresh
BEL_175_8294_206,Low Grade Fresh
BEL_175_8294_W01,Waste Fresh
BEL_175_8295_102,High Grade Fresh
BEL_175_8295_W01,Waste Fresh
BEL_175_8296_103,High Grade Fresh
BEL_175_8296_203,High Grade Fresh
BEL_175_8296_204,High Grade Fresh
BEL_175_8296_W01,Waste Fresh
BEL_175_8297_101,High Grade Fresh
BEL_175_8297_201,High Grade Fresh
BEL_175_8297_W01,Waste Fresh
BEL_175_8298_102,High Grade Fresh
BEL_175_8298_202,High Grade Fresh
BEL_175_8298_W01,Waste Fresh
BEL_175_9294_105,Low Grade Fresh
BEL_175_9999_997,Low Grade Fresh
BEL_175_9999_998,High Grade Fresh
BEL_175_9999_999,Poor Grade Fresh
BEL_180_8289_101,Low Grade Fresh
BEL_180_8289_201,Low Grade Fresh
BEL_180_8289_W01,Waste Fresh
BEL_180_8291_106,High Grade Fresh
BEL_180_8291_107,High Grade Fresh
BEL_180_8291_109,High Grade Fresh
BEL_180_8291_110,High Grade Fresh
BEL_180_8291_206,High Grade Fresh
BEL_180_8291_207,High Grade Fresh
BEL_180_8291_208,High Grade Fresh
BEL_180_8291_209,High Grade Fresh
BEL_180_8291_W01,Waste Fresh
BEL_180_8292_103,Low Grade Fresh
BEL_180_8292_104,High Grade Fresh
BEL_180_8292_105,High Grade Fresh
BEL_180_8292_106,High Grade Fresh
BEL_180_8292_107,High Grade Fresh
BEL_180_8292_108,High Grade Fresh
BEL_180_8292_202,Low Grade Fresh
BEL_180_8292_203,High Grade Fresh
BEL_180_8292_205,High Grade Fresh
BEL_180_8292_206,High Grade Fresh
BEL_180_8292_207,High Grade Fresh
BEL_180_8292_W01,Waste Fresh
BEL_180_8293_102,High Grade Fresh
BEL_180_8293_105,High Grade Fresh
BEL_180_8293_204,High Grade Fresh
BEL_180_8293_205,High Grade Fresh
BEL_180_8293_W01,Waste Fresh
BEL_180_8294_103,Low Grade Fresh
BEL_180_8294_104,High Grade Fresh
BEL_180_8294_108,High Grade Fresh
BEL_180_8294_202,Low Grade Fresh
BEL_180_8294_203,High Grade Fresh
BEL_180_8294_W01,Waste Fresh
BEL_180_8295_102,High Grade Fresh
BEL_180_8295_204,High Grade Fresh
BEL_180_8303_110,High Grade Fresh
BEL_180_9999_997,Low Grade Fresh
BEL_180_9999_998,High Grade Fresh
BEL_180_9999_999,Poor Grade Fresh
BEL_185_8283_101,High Grade Fresh
BEL_185_8283_201,High Grade Fresh
BEL_185_8283_W01,Waste Fresh
BEL_185_8287_108,High Grade Fresh
BEL_185_8287_109,High Grade Fresh
BEL_185_8287_110,Low Grade Fresh
BEL_185_8287_206,High Grade Fresh
BEL_185_8287_207,High Grade Fresh
BEL_185_8287_208,Low Grade Fresh
BEL_185_8287_W01,Waste Fresh
BEL_185_8288_105,High Grade Fresh
BEL_185_8288_106,Poor Grade Fresh
BEL_185_8288_107,Low Grade Fresh
BEL_185_8288_204,High Grade Fresh
BEL_185_8288_205,Low Grade Fresh
BEL_185_8288_W01,Waste Fresh
BEL_185_8289_104,High Grade Fresh
BEL_185_8289_105,Low Grade Fresh
BEL_185_8289_201,Low Grade Fresh
BEL_185_8289_203,High Grade Fresh
BEL_185_8289_W01,Waste Fresh
BEL_185_8290_102,High Grade Fresh
BEL_185_8290_103,Poor Grade Fresh
BEL_185_8290_202,High Grade Fresh
BEL_185_8290_W01,Waste Fresh
BEL_185_8302_111,High Grade Fresh
BEL_185_9999_997,Low Grade Fresh
BEL_185_9999_998,High Grade Fresh
BEL_185_9999_999,Poor Grade Fresh
BEL_190_8276_W01,Waste Fresh
BEL_190_8277_101,High Grade Fresh
BEL_190_8277_102,Low Grade Fresh
BEL_190_8277_201,High Grade Fresh
BEL_190_8277_202,Low Grade Fresh
BEL_190_8277_203,Low Grade Fresh
BEL_190_8277_W01,Waste Fresh
BEL_190_8280_W01,Waste Fresh
BEL_190_8281_103,High Grade Fresh
BEL_190_8281_104,Poor Grade Fresh
BEL_190_8281_204,High Grade Fresh
BEL_190_8281_W01,Waste Fresh
BEL_190_8283_105,High Grade Fresh
BEL_190_8283_205,High Grade Fresh
BEL_190_8283_W01,Waste Fresh
BEL_190_8284_106,High Grade Fresh
BEL_190_8284_107,Low Grade Fresh
BEL_190_8284_108,Poor Grade Fresh
BEL_190_8284_206,High Grade Fresh
BEL_190_8284_207,Poor Grade Fresh
BEL_190_8284_208,Poor Grade Fresh
BEL_190_8284_209,Low Grade Fresh
BEL_190_8284_W01,Waste Fresh
BEL_190_8285_109,High Grade Fresh
BEL_190_8285_110,High Grade Fresh
BEL_190_8285_111,Low Grade Fresh
BEL_190_8285_210,High Grade Fresh
BEL_190_8285_211,High Grade Fresh
BEL_190_8285_212,Low Grade Fresh
BEL_190_8285_W01,Waste Fresh
BEL_190_8286_112,High Grade Fresh
BEL_190_8286_113,High Grade Fresh
BEL_190_8286_114,Low Grade Fresh
BEL_190_8286_213,High Grade Fresh
BEL_190_8286_214,High Grade Fresh
BEL_190_8286_215,Low Grade Fresh
BEL_190_8286_W01,Waste Fresh
BEL_190_9999_997,Low Grade Fresh
BEL_190_9999_998,High Grade Fresh
BEL_190_9999_999,Poor Grade Fresh
BEL_195_8080_W01,Waste Fresh
BEL_195_8268_103,High Grade Fresh
BEL_195_8268_121,Poor Grade Fresh
BEL_195_8268_219,High Grade Fresh
BEL_195_8268_220,Poor Grade Fresh
BEL_195_8268_221,Low Grade Fresh
BEL_195_8268_222,Poor Grade Fresh
BEL_195_8268_W01,Waste Fresh
BEL_195_8269_104,Low Grade Fresh
BEL_195_8269_W01,Waste Fresh
BEL_195_8276_117,High Grade Fresh
BEL_195_8276_118,Poor Grade Fresh
BEL_195_8276_119,Low Grade Fresh
BEL_195_8276_120,Low Grade Fresh
BEL_195_8276_201,High Grade Fresh
BEL_195_8276_202,Low Grade Fresh
BEL_195_8276_203,Low Grade Fresh
